site_id,site_name,month,month_name,site_type,population,ev_penetration_pct,has_university,climate_zone,avg_income_k,source_avg_daily_demand_kwh,source_avg_peak_kwh,source_avg_temp_f,site_description,transfer_notes,zero_shot_prompt
PHL_001,Philadelphia - University City Station,3,March,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1646.98,112.27,54.8,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: March
  Average daily demand: 1647.0 kWh
  Average peak hourly demand: 112.3 kWh
  Average temperature: 54.8°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in March. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,4,April,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1616.54,110.67,67.25,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: April
  Average daily demand: 1616.5 kWh
  Average peak hourly demand: 110.7 kWh
  Average temperature: 67.3°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in April. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,5,May,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1652.46,113.21,76.64,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: May
  Average daily demand: 1652.5 kWh
  Average peak hourly demand: 113.2 kWh
  Average temperature: 76.6°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in May. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,6,June,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1948.74,132.66,79.96,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: June
  Average daily demand: 1948.7 kWh
  Average peak hourly demand: 132.7 kWh
  Average temperature: 80.0°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in June. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,7,July,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1889.59,129.03,76.58,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: July
  Average daily demand: 1889.6 kWh
  Average peak hourly demand: 129.0 kWh
  Average temperature: 76.6°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in July. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,8,August,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1947.25,132.72,67.48,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: August
  Average daily demand: 1947.2 kWh
  Average peak hourly demand: 132.7 kWh
  Average temperature: 67.5°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in August. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,9,September,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1680.63,114.74,55.09,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: September
  Average daily demand: 1680.6 kWh
  Average peak hourly demand: 114.7 kWh
  Average temperature: 55.1°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in September. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,10,October,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1660.35,113.8,42.84,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: October
  Average daily demand: 1660.4 kWh
  Average peak hourly demand: 113.8 kWh
  Average temperature: 42.8°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in October. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,11,November,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1684.24,114.94,33.28,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: November
  Average daily demand: 1684.2 kWh
  Average peak hourly demand: 114.9 kWh
  Average temperature: 33.3°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in November. Show your reasoning step by step, then give a final number."
PHL_001,Philadelphia - University City Station,12,December,major_metro,1600000,9.1,1,humid_subtropical_transition,55,1415.21,97.2,30.05,"Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.",Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.,"You are an EV charging demand forecasting expert.

You have detailed data from a reference charging station:
  Site: State College, PA (university town, pop. 42,000, EV penetration 8.2%)
  Month: December
  Average daily demand: 1415.2 kWh
  Average peak hourly demand: 97.2 kWh
  Average temperature: 30.0°F

Target site with NO historical data:
  Major metro. University City district has Penn, Drexel, Jefferson. High density, high EV adoption, warmer climate. Demand is high but more stable — less event-driven volatility than State College. Transit alternatives reduce peak demand relative to population.

Transfer guidance: Scale up baseline 3x for density. Reduce event spike amplitude. Warmer temperature profile. Higher overnight demand due to density.

Question: Estimate the average daily EV charging demand (kWh) for Philadelphia - University City Station in December. Show your reasoning step by step, then give a final number."
