date,total_demand,peak_demand,avg_temp,is_weekend,month,event_name,event_type,context_text,next_day_demand
2023-06-01,2057.7400000000002,144.29,79.20833333333333,0,6,,none,Date: 2023-06-01. Summer weekday. Average temperature: 79.2°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2096.4
2023-06-02,2096.4,138.41,78.2625,0,6,,none,Date: 2023-06-02. Summer weekday. Average temperature: 78.3°F (hot). Standard operations. Weather-driven variation expected.,1578.42
2023-06-03,1578.42,113.19,79.8,1,6,,none,Date: 2023-06-03. Summer weekend. Average temperature: 79.8°F (hot). Typical day. No special events. Demand follows seasonal baseline.,1547.47
2023-06-04,1547.47,104.67,80.20416666666667,1,6,,none,Date: 2023-06-04. Summer weekend. Average temperature: 80.2°F (hot). Standard operations. Weather-driven variation expected.,2089.07
2023-06-05,2089.07,144.92,80.375,0,6,,none,Date: 2023-06-05. Summer weekday. Average temperature: 80.4°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2101.03
2023-06-06,2101.03,144.33,79.32083333333334,0,6,,none,Date: 2023-06-06. Summer weekday. Average temperature: 79.3°F (hot). Standard operations. Weather-driven variation expected.,2068.12
2023-06-07,2068.12,143.86,80.3625,0,6,,none,Date: 2023-06-07. Summer weekday. Average temperature: 80.4°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2077.2799999999997
2023-06-08,2077.2799999999997,151.72,80.87083333333334,0,6,,none,Date: 2023-06-08. Summer weekday. Average temperature: 80.9°F (hot). Standard operations. Weather-driven variation expected.,2067.92
2023-06-09,2067.92,142.95,79.26666666666667,0,6,,none,Date: 2023-06-09. Summer weekday. Average temperature: 79.3°F (hot). Standard operations. Weather-driven variation expected.,1560.31
2023-06-10,1560.31,105.67,79.29166666666667,1,6,,none,Date: 2023-06-10. Summer weekend. Average temperature: 79.3°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1555.65
2023-06-11,1555.65,107.34,79.63333333333334,1,6,,none,Date: 2023-06-11. Summer weekend. Average temperature: 79.6°F (hot). Standard operations. Weather-driven variation expected.,2103.23
2023-06-12,2103.23,142.85,80.44166666666666,0,6,,none,Date: 2023-06-12. Summer weekday. Average temperature: 80.4°F (hot). Standard operations. Weather-driven variation expected.,2049.98
2023-06-13,2049.98,140.9,79.65833333333333,0,6,,none,Date: 2023-06-13. Summer weekday. Average temperature: 79.7°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2093.02
2023-06-14,2093.02,143.51,80.34166666666667,0,6,,none,Date: 2023-06-14. Summer weekday. Average temperature: 80.3°F (hot). Standard operations. Weather-driven variation expected.,2073.27
2023-06-15,2073.27,137.44,79.98333333333333,0,6,,none,Date: 2023-06-15. Summer weekday. Average temperature: 80.0°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2054.46
2023-06-16,2054.46,141.74,79.13333333333334,0,6,,none,Date: 2023-06-16. Summer weekday. Average temperature: 79.1°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1589.48
2023-06-17,1589.48,105.13,78.70416666666667,1,6,,none,Date: 2023-06-17. Summer weekend. Average temperature: 78.7°F (hot). Typical day. No special events. Demand follows seasonal baseline.,1577.8500000000001
2023-06-18,1577.8500000000001,113.75,79.9875,1,6,,none,Date: 2023-06-18. Summer weekend. Average temperature: 80.0°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2091.69
2023-06-19,2091.69,136.63,79.65833333333333,0,6,,none,Date: 2023-06-19. Summer weekday. Average temperature: 79.7°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2093.83
2023-06-20,2093.83,137.78,80.73333333333333,0,6,,none,Date: 2023-06-20. Summer weekday. Average temperature: 80.7°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2085.98
2023-06-21,2085.98,141.89,79.68333333333334,0,6,,none,Date: 2023-06-21. Summer weekday. Average temperature: 79.7°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2057.14
2023-06-22,2057.14,143.02,78.95416666666667,0,6,,none,Date: 2023-06-22. Summer weekday. Average temperature: 79.0°F (hot). Standard operations. Weather-driven variation expected.,2062.62
2023-06-23,2062.62,141.16,81.02499999999999,0,6,,none,Date: 2023-06-23. Summer weekday. Average temperature: 81.0°F (hot). Standard operations. Weather-driven variation expected.,1573.01
2023-06-24,1573.01,106.46,79.40833333333333,1,6,,none,Date: 2023-06-24. Summer weekend. Average temperature: 79.4°F (hot). Typical day. No special events. Demand follows seasonal baseline.,1519.35
2023-06-25,1519.35,101.77,79.46249999999999,1,6,,none,Date: 2023-06-25. Summer weekend. Average temperature: 79.5°F (hot). Standard operations. Weather-driven variation expected.,2105.9
2023-06-26,2105.9,140.56,79.70833333333333,0,6,,none,Date: 2023-06-26. Summer weekday. Average temperature: 79.7°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2044.08
2023-06-27,2044.08,144.37,79.9375,0,6,,none,Date: 2023-06-27. Summer weekday. Average temperature: 79.9°F (hot). Standard operations. Weather-driven variation expected.,2039.5
2023-06-28,2039.5,135.85,79.91250000000001,0,6,,none,Date: 2023-06-28. Summer weekday. Average temperature: 79.9°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2053.15
2023-06-29,2053.15,143.57,80.75,0,6,,none,Date: 2023-06-29. Summer weekday. Average temperature: 80.8°F (hot). Standard operations. Weather-driven variation expected.,2064.38
2023-06-30,2064.38,138.09,80.9875,0,6,,none,Date: 2023-06-30. Summer weekday. Average temperature: 81.0°F (hot). Typical day. No special events. Demand follows seasonal baseline.,1584.24
2023-07-01,1584.24,108.67,75.43333333333334,1,7,,none,Date: 2023-07-01. Summer weekend. Average temperature: 75.4°F (hot). Standard operations. Weather-driven variation expected.,1526.12
2023-07-02,1526.12,104.59,77.74583333333332,1,7,,none,Date: 2023-07-02. Summer weekend. Average temperature: 77.7°F (hot). Standard operations. Weather-driven variation expected.,2090.4900000000002
2023-07-03,2090.4900000000002,141.09,77.375,0,7,,none,Date: 2023-07-03. Summer weekday. Average temperature: 77.4°F (hot). Standard operations. Weather-driven variation expected.,1396.66
2023-07-04,1396.66,95.76,75.925,0,7,Independence Day,holiday,Date: 2023-07-04. Summer weekday. Average temperature: 75.9°F (hot). Public holiday today. Reduced commercial activity; residential demand dominant.,2061.39
2023-07-05,2061.39,143.66,76.34166666666667,0,7,,none,Date: 2023-07-05. Summer weekday. Average temperature: 76.3°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2097.03
2023-07-06,2097.03,140.96,74.66250000000001,0,7,,none,Date: 2023-07-06. Summer weekday. Average temperature: 74.7°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2051.61
2023-07-07,2051.61,143.35,76.57916666666667,0,7,,none,Date: 2023-07-07. Summer weekday. Average temperature: 76.6°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1592.15
2023-07-08,1592.15,107.04,75.51666666666667,1,7,,none,Date: 2023-07-08. Summer weekend. Average temperature: 75.5°F (hot). Standard operations. Weather-driven variation expected.,1594.03
2023-07-09,1594.03,108.06,76.125,1,7,,none,Date: 2023-07-09. Summer weekend. Average temperature: 76.1°F (hot). Standard operations. Weather-driven variation expected.,2140.19
2023-07-10,2140.19,143.64,76.80416666666666,0,7,,none,Date: 2023-07-10. Summer weekday. Average temperature: 76.8°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2091.82
2023-07-11,2091.82,144.6,75.72083333333333,0,7,,none,Date: 2023-07-11. Summer weekday. Average temperature: 75.7°F (hot). Standard operations. Weather-driven variation expected.,2064.62
2023-07-12,2064.62,140.85,77.57083333333334,0,7,,none,Date: 2023-07-12. Summer weekday. Average temperature: 77.6°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2069.35
2023-07-13,2069.35,141.59,76.71666666666667,0,7,,none,Date: 2023-07-13. Summer weekday. Average temperature: 76.7°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2069.87
2023-07-14,2069.87,140.88,76.14999999999999,0,7,,none,Date: 2023-07-14. Summer weekday. Average temperature: 76.1°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1538.23
2023-07-15,1538.23,101.4,77.48333333333333,1,7,,none,Date: 2023-07-15. Summer weekend. Average temperature: 77.5°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1557.98
2023-07-16,1557.98,103.75,74.92916666666666,1,7,,none,Date: 2023-07-16. Summer weekend. Average temperature: 74.9°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2113.4
2023-07-17,2113.4,144.84,77.36666666666666,0,7,,none,Date: 2023-07-17. Summer weekday. Average temperature: 77.4°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2108.96
2023-07-18,2108.96,143.54,77.56666666666666,0,7,,none,Date: 2023-07-18. Summer weekday. Average temperature: 77.6°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2072.08
2023-07-19,2072.08,144.8,76.02916666666667,0,7,,none,Date: 2023-07-19. Summer weekday. Average temperature: 76.0°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2086.44
2023-07-20,2086.44,145.17,79.05416666666666,0,7,,none,Date: 2023-07-20. Summer weekday. Average temperature: 79.1°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2094.65
2023-07-21,2094.65,144.61,77.97500000000001,0,7,,none,Date: 2023-07-21. Summer weekday. Average temperature: 78.0°F (hot). Standard operations. Weather-driven variation expected.,1547.45
2023-07-22,1547.45,106.89,75.57916666666667,1,7,,none,Date: 2023-07-22. Summer weekend. Average temperature: 75.6°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1545.08
2023-07-23,1545.08,105.35,76.44166666666666,1,7,,none,Date: 2023-07-23. Summer weekend. Average temperature: 76.4°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2078.25
2023-07-24,2078.25,140.86,76.30833333333334,0,7,,none,Date: 2023-07-24. Summer weekday. Average temperature: 76.3°F (hot). Standard operations. Weather-driven variation expected.,2053.85
2023-07-25,2053.85,135.8,75.70416666666667,0,7,,none,Date: 2023-07-25. Summer weekday. Average temperature: 75.7°F (hot). Typical day. No special events. Demand follows seasonal baseline.,2096.51
2023-07-26,2096.51,139.67,77.02083333333333,0,7,,none,Date: 2023-07-26. Summer weekday. Average temperature: 77.0°F (hot). Regular weekday. Normal commuting and commercial activity expected.,2114.47
2023-07-27,2114.47,142.22,76.14583333333333,0,7,,none,Date: 2023-07-27. Summer weekday. Average temperature: 76.1°F (hot). Standard operations. Weather-driven variation expected.,2081.37
2023-07-28,2081.37,146.37,78.05,0,7,,none,Date: 2023-07-28. Summer weekday. Average temperature: 78.0°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1556.41
2023-07-29,1556.41,106.58,76.81666666666666,1,7,,none,Date: 2023-07-29. Summer weekend. Average temperature: 76.8°F (hot). Regular weekday. Normal commuting and commercial activity expected.,1562.86
2023-07-30,1562.86,105.44,76.00833333333334,1,7,,none,Date: 2023-07-30. Summer weekend. Average temperature: 76.0°F (hot). Standard operations. Weather-driven variation expected.,2058.58
2023-07-31,2058.58,141.45,74.87916666666666,0,7,,none,Date: 2023-07-31. Summer weekday. Average temperature: 74.9°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2088.27
2023-08-01,2088.27,138.96,68.0,0,8,,none,Date: 2023-08-01. Summer weekday. Average temperature: 68.0°F (warm). Standard operations. Weather-driven variation expected.,2100.64
2023-08-02,2100.64,143.33,68.88333333333334,0,8,,none,Date: 2023-08-02. Summer weekday. Average temperature: 68.9°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2139.39
2023-08-03,2139.39,139.41,67.25416666666666,0,8,,none,Date: 2023-08-03. Summer weekday. Average temperature: 67.3°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2108.5
2023-08-04,2108.5,153.76,66.6875,0,8,,none,Date: 2023-08-04. Summer weekday. Average temperature: 66.7°F (warm). Standard operations. Weather-driven variation expected.,1552.77
2023-08-05,1552.77,99.78,70.97500000000001,1,8,,none,Date: 2023-08-05. Summer weekend. Average temperature: 71.0°F (warm). Standard operations. Weather-driven variation expected.,1574.42
2023-08-06,1574.42,109.87,68.78333333333333,1,8,,none,Date: 2023-08-06. Summer weekend. Average temperature: 68.8°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2049.31
2023-08-07,2049.31,145.24,68.00416666666666,0,8,,none,Date: 2023-08-07. Summer weekday. Average temperature: 68.0°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2081.9
2023-08-08,2081.9,145.58,66.66666666666667,0,8,,none,Date: 2023-08-08. Summer weekday. Average temperature: 66.7°F (warm). Standard operations. Weather-driven variation expected.,2083.6
2023-08-09,2083.6,135.58,68.19583333333334,0,8,,none,Date: 2023-08-09. Summer weekday. Average temperature: 68.2°F (warm). Standard operations. Weather-driven variation expected.,2111.79
2023-08-10,2111.79,145.22,68.05833333333334,0,8,,none,Date: 2023-08-10. Summer weekday. Average temperature: 68.1°F (warm). Standard operations. Weather-driven variation expected.,2066.96
2023-08-11,2066.96,142.27,67.10000000000001,0,8,,none,Date: 2023-08-11. Summer weekday. Average temperature: 67.1°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1543.79
2023-08-12,1543.79,110.8,69.44166666666666,1,8,,none,Date: 2023-08-12. Summer weekend. Average temperature: 69.4°F (warm). Standard operations. Weather-driven variation expected.,1634.38
2023-08-13,1634.38,106.22,65.54583333333333,1,8,,none,Date: 2023-08-13. Summer weekend. Average temperature: 65.5°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2064.91
2023-08-14,2064.91,142.3,67.4875,0,8,,none,Date: 2023-08-14. Summer weekday. Average temperature: 67.5°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2113.25
2023-08-15,2113.25,147.68,69.09583333333333,0,8,,none,Date: 2023-08-15. Summer weekday. Average temperature: 69.1°F (warm). Standard operations. Weather-driven variation expected.,2066.06
2023-08-16,2066.06,140.7,68.66250000000001,0,8,,none,Date: 2023-08-16. Summer weekday. Average temperature: 68.7°F (warm). Standard operations. Weather-driven variation expected.,2082.59
2023-08-17,2082.59,143.27,69.39166666666667,0,8,,none,Date: 2023-08-17. Summer weekday. Average temperature: 69.4°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2094.76
2023-08-18,2094.76,145.71,67.00833333333334,0,8,,none,Date: 2023-08-18. Summer weekday. Average temperature: 67.0°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1564.26
2023-08-19,1564.26,103.85,66.05833333333334,1,8,,none,Date: 2023-08-19. Summer weekend. Average temperature: 66.1°F (warm). Standard operations. Weather-driven variation expected.,1562.9
2023-08-20,1562.9,101.6,65.1125,1,8,,none,Date: 2023-08-20. Summer weekend. Average temperature: 65.1°F (warm). Typical day. No special events. Demand follows seasonal baseline.,2117.42
2023-08-21,2117.42,141.2,67.27499999999999,0,8,,none,Date: 2023-08-21. Summer weekday. Average temperature: 67.3°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2128.81
2023-08-22,2128.81,145.04,68.86666666666666,0,8,,none,Date: 2023-08-22. Summer weekday. Average temperature: 68.9°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2061.75
2023-08-23,2061.75,146.94,66.7,0,8,,none,Date: 2023-08-23. Summer weekday. Average temperature: 66.7°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2078.67
2023-08-24,2078.67,139.09,69.94583333333334,0,8,,none,Date: 2023-08-24. Summer weekday. Average temperature: 69.9°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2061.91
2023-08-25,2061.91,140.93,68.13333333333334,0,8,,none,Date: 2023-08-25. Summer weekday. Average temperature: 68.1°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1519.83
2023-08-26,1519.83,105.07,69.06666666666666,1,8,,none,Date: 2023-08-26. Summer weekend. Average temperature: 69.1°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1555.83
2023-08-27,1555.83,107.02,67.5125,1,8,,none,Date: 2023-08-27. Summer weekend. Average temperature: 67.5°F (warm). Standard operations. Weather-driven variation expected.,2070.48
2023-08-28,2070.48,139.47,69.41250000000001,0,8,,none,Date: 2023-08-28. Summer weekday. Average temperature: 69.4°F (warm). Standard operations. Weather-driven variation expected.,2097.92
2023-08-29,2097.92,143.84,67.175,0,8,,none,Date: 2023-08-29. Summer weekday. Average temperature: 67.2°F (warm). Regular weekday. Normal commuting and commercial activity expected.,2062.77
2023-08-30,2062.77,144.11,68.95,0,8,,none,Date: 2023-08-30. Summer weekday. Average temperature: 69.0°F (warm). Standard operations. Weather-driven variation expected.,2062.34
2023-08-31,2062.34,142.77,67.79583333333333,0,8,,none,Date: 2023-08-31. Summer weekday. Average temperature: 67.8°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1795.64
2023-09-01,1795.64,120.37,56.46666666666667,0,9,,none,Date: 2023-09-01. Fall weekday. Average temperature: 56.5°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1685.6299999999999
2023-09-02,1685.6299999999999,115.07,54.949999999999996,1,9,PSU vs West Virginia,psu_game,Date: 2023-09-02. Fall weekend. Average temperature: 54.9°F (cool). Penn State home football game today. Moderate increase in local traffic.,1353.62
2023-09-03,1353.62,91.5,55.74583333333334,1,9,,none,Date: 2023-09-03. Fall weekend. Average temperature: 55.7°F (cool). Standard operations. Weather-driven variation expected.,1762.34
2023-09-04,1762.34,126.34,54.50416666666666,0,9,,none,Date: 2023-09-04. Fall weekday. Average temperature: 54.5°F (cool). Standard operations. Weather-driven variation expected.,1761.37
2023-09-05,1761.37,123.4,54.4125,0,9,,none,Date: 2023-09-05. Fall weekday. Average temperature: 54.4°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1745.16
2023-09-06,1745.16,118.43,54.05416666666667,0,9,,none,Date: 2023-09-06. Fall weekday. Average temperature: 54.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1806.91
2023-09-07,1806.91,122.49,56.125,0,9,,none,Date: 2023-09-07. Fall weekday. Average temperature: 56.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1726.71
2023-09-08,1726.71,122.25,55.09166666666667,0,9,,none,Date: 2023-09-08. Fall weekday. Average temperature: 55.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1679.46
2023-09-09,1679.46,118.12,52.17916666666667,1,9,PSU vs Delaware,psu_game,Date: 2023-09-09. Fall weekend. Average temperature: 52.2°F (cool). Football game at PSU today. Tailgating and fan activity throughout the day.,1337.48
2023-09-10,1337.48,91.68,54.65416666666667,1,9,,none,Date: 2023-09-10. Fall weekend. Average temperature: 54.7°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1780.06
2023-09-11,1780.06,131.5,55.62083333333334,0,9,,none,Date: 2023-09-11. Fall weekday. Average temperature: 55.6°F (cool). Standard operations. Weather-driven variation expected.,1770.76
2023-09-12,1770.76,116.46,54.69583333333333,0,9,,none,Date: 2023-09-12. Fall weekday. Average temperature: 54.7°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1730.21
2023-09-13,1730.21,118.45,55.262499999999996,0,9,,none,Date: 2023-09-13. Fall weekday. Average temperature: 55.3°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1755.89
2023-09-14,1755.89,119.78,54.74166666666667,0,9,,none,Date: 2023-09-14. Fall weekday. Average temperature: 54.7°F (cool). Standard operations. Weather-driven variation expected.,1738.47
2023-09-15,1738.47,114.42,55.333333333333336,0,9,,none,Date: 2023-09-15. Fall weekday. Average temperature: 55.3°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1670.92
2023-09-16,1670.92,119.02,55.025,1,9,PSU vs Illinois,psu_game,Date: 2023-09-16. Fall weekend. Average temperature: 55.0°F (cool). Penn State home football game today. Moderate increase in local traffic.,1380.52
2023-09-17,1380.52,90.03,54.375,1,9,,none,Date: 2023-09-17. Fall weekend. Average temperature: 54.4°F (cool). Standard operations. Weather-driven variation expected.,1776.6200000000001
2023-09-18,1776.6200000000001,120.8,54.34583333333333,0,9,,none,Date: 2023-09-18. Fall weekday. Average temperature: 54.3°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1794.79
2023-09-19,1794.79,126.0,55.137499999999996,0,9,,none,Date: 2023-09-19. Fall weekday. Average temperature: 55.1°F (cool). Standard operations. Weather-driven variation expected.,1782.08
2023-09-20,1782.08,121.9,56.145833333333336,0,9,,none,Date: 2023-09-20. Fall weekday. Average temperature: 56.1°F (cool). Standard operations. Weather-driven variation expected.,1767.52
2023-09-21,1767.52,129.91,54.362500000000004,0,9,,none,Date: 2023-09-21. Fall weekday. Average temperature: 54.4°F (cool). Standard operations. Weather-driven variation expected.,1757.23
2023-09-22,1757.23,120.61,56.87916666666666,0,9,,none,Date: 2023-09-22. Fall weekday. Average temperature: 56.9°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1714.3700000000001
2023-09-23,1714.3700000000001,120.01,53.99166666666667,1,9,PSU vs Iowa,psu_game,Date: 2023-09-23. Fall weekend. Average temperature: 54.0°F (cool). Penn State home football game today. Moderate increase in local traffic.,1318.59
2023-09-24,1318.59,92.33,54.645833333333336,1,9,,none,Date: 2023-09-24. Fall weekend. Average temperature: 54.6°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1778.67
2023-09-25,1778.67,125.57,53.237500000000004,0,9,,none,Date: 2023-09-25. Fall weekday. Average temperature: 53.2°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1726.81
2023-09-26,1726.81,123.58,55.75833333333333,0,9,,none,Date: 2023-09-26. Fall weekday. Average temperature: 55.8°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1759.87
2023-09-27,1759.87,123.82,54.637499999999996,0,9,,none,Date: 2023-09-27. Fall weekday. Average temperature: 54.6°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1796.73
2023-09-28,1796.73,116.41,55.3125,0,9,,none,Date: 2023-09-28. Fall weekday. Average temperature: 55.3°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1799.03
2023-09-29,1799.03,118.53,53.67083333333333,0,9,,none,Date: 2023-09-29. Fall weekday. Average temperature: 53.7°F (cool). Standard operations. Weather-driven variation expected.,1332.48
2023-09-30,1332.48,95.44,55.76666666666667,1,9,,none,Date: 2023-09-30. Fall weekend. Average temperature: 55.8°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1308.38
2023-10-01,1308.38,87.26,43.30416666666667,1,10,,none,Date: 2023-10-01. Fall weekend. Average temperature: 43.3°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1751.3700000000001
2023-10-02,1751.3700000000001,117.53,42.074999999999996,0,10,,none,Date: 2023-10-02. Fall weekday. Average temperature: 42.1°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1780.91
2023-10-03,1780.91,120.42,43.6625,0,10,,none,Date: 2023-10-03. Fall weekday. Average temperature: 43.7°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1759.9
2023-10-04,1759.9,121.42,42.791666666666664,0,10,,none,Date: 2023-10-04. Fall weekday. Average temperature: 42.8°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1801.13
2023-10-05,1801.13,119.4,43.18333333333334,0,10,,none,Date: 2023-10-05. Fall weekday. Average temperature: 43.2°F (cool). Standard operations. Weather-driven variation expected.,1756.73
2023-10-06,1756.73,119.93,41.987500000000004,0,10,,none,Date: 2023-10-06. Fall weekday. Average temperature: 42.0°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1299.87
2023-10-07,1299.87,88.46,44.458333333333336,1,10,,none,Date: 2023-10-07. Fall weekend. Average temperature: 44.5°F (cool). Standard operations. Weather-driven variation expected.,1318.1
2023-10-08,1318.1,90.07,41.237500000000004,1,10,,none,Date: 2023-10-08. Fall weekend. Average temperature: 41.2°F (cool). Standard operations. Weather-driven variation expected.,1776.74
2023-10-09,1776.74,120.15,42.92083333333333,0,10,,none,Date: 2023-10-09. Fall weekday. Average temperature: 42.9°F (cool). Standard operations. Weather-driven variation expected.,1774.65
2023-10-10,1774.65,116.46,44.3375,0,10,,none,Date: 2023-10-10. Fall weekday. Average temperature: 44.3°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1782.91
2023-10-11,1782.91,120.32,44.60833333333333,0,10,,none,Date: 2023-10-11. Fall weekday. Average temperature: 44.6°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1782.97
2023-10-12,1782.97,123.45,41.020833333333336,0,10,,none,Date: 2023-10-12. Fall weekday. Average temperature: 41.0°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1738.26
2023-10-13,1738.26,114.35,43.40416666666667,0,10,,none,Date: 2023-10-13. Fall weekday. Average temperature: 43.4°F (cool). Standard operations. Weather-driven variation expected.,1688.14
2023-10-14,1688.14,122.96,40.775,1,10,PSU vs UMass,psu_game,Date: 2023-10-14. Fall weekend. Average temperature: 40.8°F (cool). Football game at PSU today. Tailgating and fan activity throughout the day.,1357.41
2023-10-15,1357.41,97.7,44.74166666666667,1,10,,none,Date: 2023-10-15. Fall weekend. Average temperature: 44.7°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1767.33
2023-10-16,1767.33,126.2,42.541666666666664,0,10,,none,Date: 2023-10-16. Fall weekday. Average temperature: 42.5°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1782.81
2023-10-17,1782.81,113.96,42.8375,0,10,,none,Date: 2023-10-17. Fall weekday. Average temperature: 42.8°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1807.9
2023-10-18,1807.9,125.01,41.94166666666667,0,10,,none,Date: 2023-10-18. Fall weekday. Average temperature: 41.9°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1750.23
2023-10-19,1750.23,115.93,42.25,0,10,,none,Date: 2023-10-19. Fall weekday. Average temperature: 42.2°F (cool). Standard operations. Weather-driven variation expected.,1708.06
2023-10-20,1708.06,113.99,42.40416666666667,0,10,,none,Date: 2023-10-20. Fall weekday. Average temperature: 42.4°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1283.24
2023-10-21,1283.24,86.37,42.74166666666667,1,10,,none,Date: 2023-10-21. Fall weekend. Average temperature: 42.7°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1310.79
2023-10-22,1310.79,90.67,45.1875,1,10,,none,Date: 2023-10-22. Fall weekend. Average temperature: 45.2°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1763.75
2023-10-23,1763.75,118.52,41.862500000000004,0,10,,none,Date: 2023-10-23. Fall weekday. Average temperature: 41.9°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1759.78
2023-10-24,1759.78,120.48,42.291666666666664,0,10,,none,Date: 2023-10-24. Fall weekday. Average temperature: 42.3°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1788.07
2023-10-25,1788.07,122.16,44.00416666666666,0,10,,none,Date: 2023-10-25. Fall weekday. Average temperature: 44.0°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1763.57
2023-10-26,1763.57,115.36,43.42916666666667,0,10,,none,Date: 2023-10-26. Fall weekday. Average temperature: 43.4°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1755.71
2023-10-27,1755.71,121.1,42.1,0,10,,none,Date: 2023-10-27. Fall weekday. Average temperature: 42.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1716.96
2023-10-28,1716.96,116.35,43.05833333333334,1,10,PSU vs Indiana,psu_game,Date: 2023-10-28. Fall weekend. Average temperature: 43.1°F (cool). Football game at PSU today. Tailgating and fan activity throughout the day.,1302.0900000000001
2023-10-29,1302.0900000000001,86.3,43.0875,1,10,,none,Date: 2023-10-29. Fall weekend. Average temperature: 43.1°F (cool). Standard operations. Weather-driven variation expected.,1795.87
2023-10-30,1795.87,122.74,42.545833333333334,0,10,,none,Date: 2023-10-30. Fall weekday. Average temperature: 42.5°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1750.7
